id,width,depth,height,weight,value,allowedRotations
I0000,16,8,4,1,0.5,012345
I0001,16,8,4,1,0.5,012345
I0002,16,8,4,1,0.5,012345
I0003,16,8,4,1,0.5,012345
I0004,16,8,4,1,0.5,012345
I0005,16,8,4,1,0.5,012345
I0006,16,8,4,1,0.5,012345
I0007,16,8,4,1,0.5,012345
I0008,16,8,4,1,0.5,012345
I0009,16,8,4,1,0.5,012345
I0010,16,8,4,1,0.5,012345
I0011,16,8,4,1,0.5,012345
I0012,16,8,4,1,0.5,012345
I0013,16,8,4,1,0.5,012345
I0014,16,8,4,1,0.5,012345
I0015,16,8,4,1,0.5,012345
I0016,16,8,4,1,0.5,012345
I0017,16,8,4,1,0.5,012345
I0018,16,8,4,1,0.5,012345
I0019,16,8,4,1,0.5,012345
I0020,16,8,4,1,0.5,012345
I0021,16,8,4,1,0.5,012345
I0022,16,8,4,1,0.5,012345
I0023,16,8,4,1,0.5,012345
I0024,16,8,4,1,0.5,012345
I0025,16,8,4,1,0.5,012345
I0026,16,8,4,1,0.5,012345
I0027,16,8,4,1,0.5,012345
I0028,16,8,4,1,0.5,012345
I0029,16,8,4,1,0.5,012345
I0030,16,8,4,1,0.5,012345
I0031,16,8,4,1,0.5,012345
I0032,16,8,4,1,0.5,012345
I0033,16,8,4,1,0.5,012345
I0034,16,8,4,1,0.5,012345
I0035,16,8,4,1,0.5,012345
I0036,16,8,4,1,0.5,012345
I0037,16,8,4,1,0.5,012345
I0038,16,8,4,1,0.5,012345
I0039,16,8,4,1,0.5,012345
I0040,16,8,4,1,0.5,012345
I0041,16,8,4,1,0.5,012345
I0042,16,8,4,1,0.5,012345
I0043,16,8,4,1,0.5,012345
I0044,16,8,4,1,0.5,012345
I0045,8,8,8,1,0.8,012345
I0046,8,8,8,1,0.8,012345
I0047,8,8,8,1,0.8,012345
I0048,8,8,8,1,0.8,012345
I0049,8,8,8,1,0.8,012345
I0050,8,8,8,1,0.8,012345
I0051,8,8,8,1,0.8,012345
I0052,8,8,8,1,0.8,012345
I0053,8,8,8,1,0.8,012345
I0054,8,8,8,1,0.8,012345
I0055,8,8,8,1,0.8,012345
I0056,8,8,8,1,0.8,012345
I0057,8,8,8,1,0.8,012345
I0058,8,8,8,1,0.8,012345
I0059,8,8,8,1,0.8,012345
I0060,8,8,8,1,0.8,012345
I0061,8,8,8,1,0.8,012345
I0062,8,8,8,1,0.8,012345
I0063,8,8,8,1,0.8,012345
I0064,8,8,8,1,0.8,012345
I0065,8,8,8,1,0.8,012345
I0066,8,8,8,1,0.8,012345
I0067,8,8,8,1,0.8,012345
I0068,8,8,8,1,0.8,012345
I0069,8,8,8,1,0.8,012345
I0070,8,8,8,1,0.8,012345
I0071,8,8,8,1,0.8,012345
I0072,8,8,8,1,0.8,012345
I0073,8,8,8,1,0.8,012345
I0074,8,8,8,1,0.8,012345
I0075,8,8,8,1,0.8,012345
I0076,8,8,8,1,0.8,012345
I0077,8,8,8,1,0.8,012345
I0078,8,8,8,1,0.8,012345
I0079,8,8,8,1,0.8,012345
I0080,8,8,8,1,0.8,012345
I0081,8,8,8,1,0.8,012345
I0082,8,8,8,1,0.8,012345
I0083,8,8,8,1,0.8,012345
I0084,8,8,8,1,0.8,012345
I0085,8,8,8,1,0.8,012345
I0086,8,8,8,1,0.8,012345
I0087,8,8,8,1,0.8,012345
I0088,8,8,8,1,0.8,012345
I0089,8,8,8,1,0.8,012345
I0090,8,8,8,1,0.8,012345
I0091,8,8,8,1,0.8,012345
I0092,8,8,8,1,0.8,012345
I0093,8,8,8,1,0.8,012345
I0094,8,8,8,1,0.8,012345
I0095,8,8,8,1,0.8,012345
